Frequency [Hz] - Plot 0,nm^2/Hz - Plot 0,temp [K],averages
51423.5,1.65E-05,,
51424,1.54E-05,,
51424.5,1.99E-05,,
51425,1.97E-05,,
51425.5,1.99E-05,,
51426,2.09E-05,,
51426.5,1.54E-05,,
51427,1.85E-05,,
51427.5,3.32E-05,,
51428,2.26E-05,,
51428.5,2.03E-05,,
51429,1.57E-05,,
51429.5,1.83E-05,,
51430,1.61E-05,,
51430.5,9.30E-06,,
51431,1.87E-05,,
51431.5,1.90E-05,,
51432,1.95E-05,,
51432.5,2.22E-05,,
51433,3.59E-05,,
51433.5,3.03E-05,,
51434,1.97E-05,,
51434.5,1.83E-05,,
51435,1.82E-05,,
51435.5,2.34E-05,,
51436,2.55E-05,,
51436.5,3.11E-05,,
51437,2.67E-05,,
51437.5,2.39E-05,,
51438,1.92E-05,,
51438.5,1.93E-05,,
51439,2.20E-05,,
51439.5,2.35E-05,,
51440,1.86E-05,,
51440.5,1.76E-05,,
51441,2.13E-05,,
51441.5,2.63E-05,,
51442,2.22E-05,,
51442.5,2.65E-05,,
51443,1.82E-05,,
51443.5,1.56E-05,,
51444,2.79E-05,,
51444.5,3.69E-05,,
51445,2.94E-05,,
51445.5,2.32E-05,,
51446,2.35E-05,,
51446.5,2.32E-05,,
51447,2.37E-05,,
51447.5,2.17E-05,,
51448,2.55E-05,,
51448.5,2.49E-05,,
51449,2.37E-05,,
51449.5,2.57E-05,,
51450,3.09E-05,,
51450.5,3.47E-05,,
51451,2.08E-05,,
51451.5,2.18E-05,,
51452,1.69E-05,,
51452.5,1.55E-05,,
51453,1.27E-05,,
51453.5,1.54E-05,,
51454,1.97E-05,,
51454.5,1.67E-05,,
51455,1.89E-05,,
51455.5,1.98E-05,,
51456,2.03E-05,,
51456.5,1.69E-05,,
51457,1.99E-05,,
51457.5,2.58E-05,,
51458,3.14E-05,,
51458.5,3.19E-05,,
51459,2.88E-05,,
51459.5,2.16E-05,,
51460,1.43E-05,,
51460.5,2.28E-05,,
51461,3.37E-05,,
51461.5,1.73E-05,,
51462,1.83E-05,,
51462.5,2.01E-05,,
51463,2.31E-05,,
51463.5,2.04E-05,,
51464,1.41E-05,,
51464.5,1.01E-05,,
51465,2.43E-05,,
51465.5,3.48E-05,,
51466,2.36E-05,,
51466.5,2.22E-05,,
51467,2.45E-05,,
51467.5,2.20E-05,,
51468,2.34E-05,,
51468.5,2.26E-05,,
51469,2.33E-05,,
51469.5,2.31E-05,,
51470,1.58E-05,,
51470.5,1.38E-05,,
51471,1.67E-05,,
51471.5,2.16E-05,,
51472,2.14E-05,,
51472.5,1.31E-05,,
51473,2.28E-05,,
51473.5,1.93E-05,,
51474,1.49E-05,,
51474.5,2.04E-05,,
51475,3.41E-05,,
51475.5,3.88E-05,,
51476,2.98E-05,,
51476.5,2.82E-05,,
51477,2.21E-05,,
51477.5,2.88E-05,,
51478,2.38E-05,,
51478.5,2.46E-05,,
51479,1.91E-05,,
51479.5,2.44E-05,,
51480,3.17E-05,,
51480.5,3.53E-05,,
51481,3.82E-05,,
51481.5,2.14E-05,,
51482,2.03E-05,,
51482.5,2.08E-05,,
51483,2.51E-05,,
51483.5,2.35E-05,,
51484,2.03E-05,,
51484.5,1.52E-05,,
51485,2.15E-05,,
51485.5,3.19E-05,,
51486,2.85E-05,,
51486.5,1.90E-05,,
51487,2.37E-05,,
51487.5,2.40E-05,,
51488,2.09E-05,,
51488.5,2.35E-05,,
51489,3.93E-05,,
51489.5,3.81E-05,,
51490,3.57E-05,,
51490.5,2.21E-05,,
51491,1.84E-05,,
51491.5,2.15E-05,,
51492,2.17E-05,,
51492.5,2.33E-05,,
51493,2.59E-05,,
51493.5,2.11E-05,,
51494,2.04E-05,,
51494.5,2.89E-05,,
51495,1.50E-05,,
51495.5,1.35E-05,,
51496,2.21E-05,,
51496.5,2.22E-05,,
51497,2.54E-05,,
51497.5,2.62E-05,,
51498,2.88E-05,,
51498.5,2.12E-05,,
51499,2.74E-05,,
51499.5,2.35E-05,,
51500,2.64E-05,,
51500.5,2.75E-05,,
51501,2.25E-05,,
51501.5,2.13E-05,,
51502,2.01E-05,,
51502.5,2.24E-05,,
51503,2.55E-05,,
51503.5,2.76E-05,,
51504,2.93E-05,,
51504.5,2.78E-05,,
51505,1.90E-05,,
51505.5,1.53E-05,,
51506,1.90E-05,,
51506.5,2.33E-05,,
51507,1.45E-05,,
51507.5,1.45E-05,,
51508,1.68E-05,,
51508.5,1.73E-05,,
51509,2.40E-05,,
51509.5,1.76E-05,,
51510,2.09E-05,,
51510.5,2.78E-05,,
51511,2.65E-05,,
51511.5,2.90E-05,,
51512,2.18E-05,,
51512.5,1.72E-05,,
51513,2.31E-05,,
51513.5,2.44E-05,,
51514,2.05E-05,,
51514.5,1.79E-05,,
51515,2.02E-05,,
51515.5,1.99E-05,,
51516,1.66E-05,,
51516.5,1.04E-05,,
51517,2.03E-05,,
51517.5,2.44E-05,,
51518,2.70E-05,,
51518.5,3.29E-05,,
51519,2.64E-05,,
51519.5,2.47E-05,,
51520,2.44E-05,,
51520.5,1.87E-05,,
51521,2.51E-05,,
51521.5,1.85E-05,,
51522,1.51E-05,,
51522.5,2.55E-05,,
51523,1.97E-05,,
51523.5,1.65E-05,,
51524,2.08E-05,,
51524.5,2.26E-05,,
51525,2.25E-05,,
51525.5,3.00E-05,,
51526,2.19E-05,,
51526.5,2.02E-05,,
51527,2.27E-05,,
51527.5,2.30E-05,,
51528,1.91E-05,,
51528.5,1.40E-05,,
51529,2.00E-05,,
51529.5,1.79E-05,,
51530,1.84E-05,,
51530.5,1.96E-05,,
51531,1.74E-05,,
51531.5,2.15E-05,,
51532,2.03E-05,,
51532.5,2.75E-05,,
51533,3.06E-05,,
51533.5,2.32E-05,,
51534,2.38E-05,,
51534.5,3.09E-05,,
51535,2.54E-05,,
51535.5,2.09E-05,,
51536,2.88E-05,,
51536.5,2.13E-05,,
51537,2.21E-05,,
51537.5,1.59E-05,,
51538,3.34E-05,,
51538.5,3.33E-05,,
51539,2.69E-05,,
51539.5,2.01E-05,,
51540,2.57E-05,,
51540.5,2.35E-05,,
51541,2.00E-05,,
51541.5,2.19E-05,,
51542,2.74E-05,,
51542.5,2.51E-05,,
51543,2.39E-05,,
51543.5,1.82E-05,,
51544,1.36E-05,,
51544.5,2.14E-05,,
51545,1.65E-05,,
51545.5,1.86E-05,,
51546,3.15E-05,,
51546.5,2.90E-05,,
51547,1.85E-05,,
51547.5,1.67E-05,,
51548,2.50E-05,,
51548.5,2.14E-05,,
51549,2.95E-05,,
51549.5,2.43E-05,,
51550,1.66E-05,,
51550.5,1.95E-05,,
51551,2.06E-05,,
51551.5,1.82E-05,,
51552,2.01E-05,,
51552.5,2.81E-05,,
51553,2.00E-05,,
51553.5,1.47E-05,,
51554,2.12E-05,,
51554.5,2.67E-05,,
51555,2.58E-05,,
51555.5,3.47E-05,,
51556,3.65E-05,,
51556.5,2.17E-05,,
51557,1.69E-05,,
51557.5,2.52E-05,,
51558,3.43E-05,,
51558.5,2.12E-05,,
51559,2.34E-05,,
51559.5,2.43E-05,,
51560,3.13E-05,,
51560.5,2.73E-05,,
51561,2.43E-05,,
51561.5,2.24E-05,,
51562,1.60E-05,,
51562.5,1.96E-05,,
51563,1.82E-05,,
51563.5,2.26E-05,,
51564,1.83E-05,,
51564.5,1.25E-05,,
51565,1.73E-05,,
51565.5,1.46E-05,,
51566,1.85E-05,,
51566.5,2.39E-05,,
51567,2.86E-05,,
51567.5,2.03E-05,,
51568,2.77E-05,,
51568.5,2.90E-05,,
51569,1.91E-05,,
51569.5,2.46E-05,,
51570,2.06E-05,,
51570.5,1.80E-05,,
51571,1.74E-05,,
51571.5,2.47E-05,,
51572,1.78E-05,,
51572.5,2.11E-05,,
51573,2.25E-05,,
51573.5,1.84E-05,,
51574,1.75E-05,,
51574.5,2.26E-05,,
51575,1.98E-05,,
51575.5,2.37E-05,,
51576,2.51E-05,,
51576.5,3.81E-05,,
51577,2.99E-05,,
51577.5,2.91E-05,,
51578,2.77E-05,,
51578.5,2.43E-05,,
51579,2.02E-05,,
51579.5,2.08E-05,,
51580,2.81E-05,,
51580.5,3.17E-05,,
51581,3.06E-05,,
51581.5,2.56E-05,,
51582,2.19E-05,,
51582.5,2.79E-05,,
51583,2.65E-05,,
51583.5,1.83E-05,,
51584,1.51E-05,,
51584.5,1.85E-05,,
51585,1.65E-05,,
51585.5,1.85E-05,,
51586,2.04E-05,,
51586.5,1.79E-05,,
51587,1.93E-05,,
51587.5,2.41E-05,,
51588,2.86E-05,,
51588.5,3.08E-05,,
51589,2.28E-05,,
51589.5,1.26E-05,,
51590,2.12E-05,,
51590.5,2.38E-05,,
51591,3.27E-05,,
51591.5,3.12E-05,,
51592,3.34E-05,,
51592.5,2.49E-05,,
51593,2.11E-05,,
51593.5,1.89E-05,,
51594,2.05E-05,,
51594.5,2.03E-05,,
51595,2.68E-05,,
51595.5,1.75E-05,,
51596,2.39E-05,,
51596.5,2.21E-05,,
51597,2.28E-05,,
51597.5,2.13E-05,,
51598,1.58E-05,,
51598.5,1.78E-05,,
51599,2.15E-05,,
51599.5,1.75E-05,,
51600,1.78E-05,,
51600.5,2.27E-05,,
51601,2.13E-05,,
51601.5,1.99E-05,,
51602,1.69E-05,,
51602.5,2.35E-05,,
51603,2.45E-05,,
51603.5,2.24E-05,,
51604,1.58E-05,,
51604.5,2.25E-05,,
51605,2.01E-05,,
51605.5,2.19E-05,,
51606,2.14E-05,,
51606.5,1.66E-05,,
51607,2.02E-05,,
51607.5,2.65E-05,,
51608,3.05E-05,,
51608.5,2.47E-05,,
51609,2.01E-05,,
51609.5,2.23E-05,,
51610,2.80E-05,,
51610.5,2.80E-05,,
51611,1.92E-05,,
51611.5,1.36E-05,,
51612,1.37E-05,,
51612.5,1.86E-05,,
51613,2.84E-05,,
51613.5,3.18E-05,,
51614,2.58E-05,,
51614.5,3.17E-05,,
51615,2.49E-05,,
51615.5,2.53E-05,,
51616,2.42E-05,,
51616.5,3.13E-05,,
51617,3.38E-05,,
51617.5,1.80E-05,,
51618,2.32E-05,,
51618.5,3.00E-05,,
51619,2.85E-05,,
51619.5,1.78E-05,,
51620,1.87E-05,,
51620.5,2.67E-05,,
51621,3.50E-05,,
51621.5,3.02E-05,,
51622,1.51E-05,,
51622.5,1.75E-05,,
51623,2.21E-05,,
51623.5,1.40E-05,,
51624,2.18E-05,,
51624.5,2.73E-05,,
51625,2.49E-05,,
51625.5,2.33E-05,,
51626,1.73E-05,,
51626.5,2.70E-05,,
51627,2.20E-05,,
51627.5,2.63E-05,,
51628,2.44E-05,,
51628.5,1.62E-05,,
51629,2.13E-05,,
51629.5,2.66E-05,,
51630,2.79E-05,,
51630.5,2.49E-05,,
51631,2.62E-05,,
51631.5,3.13E-05,,
51632,2.77E-05,,
51632.5,2.48E-05,,
51633,1.64E-05,,
51633.5,1.67E-05,,
51634,1.53E-05,,
51634.5,2.62E-05,,
51635,2.07E-05,,
51635.5,2.64E-05,,
51636,3.06E-05,,
51636.5,2.18E-05,,
51637,1.91E-05,,
51637.5,2.57E-05,,
51638,2.34E-05,,
51638.5,2.14E-05,,
51639,2.16E-05,,
51639.5,2.71E-05,,
51640,2.80E-05,,
51640.5,1.31E-05,,
51641,2.49E-05,,
51641.5,2.69E-05,,
51642,2.16E-05,,
51642.5,2.17E-05,,
51643,2.73E-05,,
51643.5,2.58E-05,,
51644,2.36E-05,,
51644.5,2.72E-05,,
51645,1.93E-05,,
51645.5,2.31E-05,,
51646,2.93E-05,,
51646.5,2.46E-05,,
51647,1.97E-05,,
51647.5,2.32E-05,,
51648,3.34E-05,,
51648.5,2.80E-05,,
51649,2.06E-05,,
51649.5,2.49E-05,,
51650,2.40E-05,,
51650.5,3.22E-05,,
51651,2.12E-05,,
51651.5,1.96E-05,,
51652,1.87E-05,,
51652.5,2.64E-05,,
51653,1.60E-05,,
51653.5,1.75E-05,,
51654,2.49E-05,,
51654.5,3.06E-05,,
51655,2.23E-05,,
51655.5,1.29E-05,,
51656,2.02E-05,,
51656.5,1.98E-05,,
51657,1.91E-05,,
51657.5,2.39E-05,,
51658,2.37E-05,,
51658.5,2.72E-05,,
51659,2.08E-05,,
51659.5,1.93E-05,,
51660,2.13E-05,,
51660.5,2.49E-05,,
51661,2.04E-05,,
51661.5,1.82E-05,,
51662,3.52E-05,,
51662.5,3.38E-05,,
51663,1.98E-05,,
51663.5,1.58E-05,,
51664,2.39E-05,,
51664.5,1.97E-05,,
51665,1.93E-05,,
51665.5,2.09E-05,,
51666,2.20E-05,,
51666.5,2.86E-05,,
51667,2.25E-05,,
51667.5,1.61E-05,,
51668,1.80E-05,,
51668.5,1.50E-05,,
51669,1.85E-05,,
51669.5,1.61E-05,,
51670,1.01E-05,,
51670.5,1.75E-05,,
51671,3.36E-05,,
51671.5,3.10E-05,,
51672,3.02E-05,,
51672.5,2.94E-05,,
51673,1.60E-05,,
51673.5,2.44E-05,,
51674,3.69E-05,,
51674.5,3.27E-05,,
51675,2.13E-05,,
51675.5,1.64E-05,,
51676,2.10E-05,,
51676.5,2.26E-05,,
51677,2.13E-05,,
51677.5,3.09E-05,,
51678,2.72E-05,,
51678.5,2.14E-05,,
51679,2.61E-05,,
51679.5,2.59E-05,,
51680,1.54E-05,,
51680.5,2.16E-05,,
51681,3.76E-05,,
51681.5,2.33E-05,,
51682,3.08E-05,,
51682.5,2.64E-05,,
51683,2.69E-05,,
51683.5,1.98E-05,,
51684,2.40E-05,,
51684.5,2.47E-05,,
51685,1.53E-05,,
51685.5,2.56E-05,,
51686,3.22E-05,,
51686.5,1.64E-05,,
51687,1.68E-05,,
51687.5,2.34E-05,,
51688,2.38E-05,,
51688.5,2.36E-05,,
51689,1.76E-05,,
51689.5,2.35E-05,,
51690,1.65E-05,,
51690.5,1.37E-05,,
51691,1.35E-05,,
51691.5,1.67E-05,,
51692,1.50E-05,,
51692.5,1.79E-05,,
51693,2.49E-05,,
51693.5,1.94E-05,,
51694,1.83E-05,,
51694.5,3.19E-05,,
51695,3.90E-05,,
51695.5,2.51E-05,,
51696,2.65E-05,,
51696.5,2.61E-05,,
51697,3.62E-05,,
51697.5,2.03E-05,,
51698,1.18E-05,,
51698.5,2.50E-05,,
51699,2.63E-05,,
51699.5,2.01E-05,,
51700,2.63E-05,,
51700.5,3.89E-05,,
51701,2.98E-05,,
51701.5,1.32E-05,,
51702,1.66E-05,,
51702.5,2.11E-05,,
51703,1.81E-05,,
51703.5,1.34E-05,,
51704,2.10E-05,,
51704.5,2.04E-05,,
51705,1.71E-05,,
51705.5,1.73E-05,,
51706,1.90E-05,,
51706.5,1.77E-05,,
51707,1.84E-05,,
51707.5,2.99E-05,,
51708,3.09E-05,,
51708.5,2.67E-05,,
51709,1.92E-05,,
51709.5,2.24E-05,,
51710,2.15E-05,,
51710.5,1.84E-05,,
51711,2.14E-05,,
51711.5,2.80E-05,,
51712,1.94E-05,,
51712.5,2.00E-05,,
51713,1.61E-05,,
51713.5,2.82E-05,,
51714,2.73E-05,,
51714.5,2.31E-05,,
51715,1.69E-05,,
51715.5,2.26E-05,,
51716,1.60E-05,,
51716.5,1.49E-05,,
51717,2.20E-05,,
51717.5,3.07E-05,,
51718,2.51E-05,,
51718.5,1.66E-05,,
51719,2.00E-05,,
51719.5,2.33E-05,,
51720,2.75E-05,,
51720.5,2.74E-05,,
51721,2.64E-05,,
51721.5,3.28E-05,,
51722,4.14E-05,,
51722.5,2.63E-05,,
51723,1.92E-05,,
51723.5,2.11E-05,,
51724,2.17E-05,,
51724.5,2.35E-05,,
51725,2.03E-05,,
51725.5,1.93E-05,,
51726,1.95E-05,,
51726.5,1.42E-05,,
51727,2.48E-05,,
51727.5,2.43E-05,,
51728,2.38E-05,,
51728.5,3.25E-05,,
51729,1.57E-05,,
51729.5,2.35E-05,,
51730,2.58E-05,,
51730.5,1.92E-05,,
51731,2.10E-05,,
51731.5,2.44E-05,,
51732,1.52E-05,,
51732.5,2.13E-05,,
51733,2.12E-05,,
51733.5,1.88E-05,,
51734,2.72E-05,,
51734.5,2.26E-05,,
51735,2.29E-05,,
51735.5,2.04E-05,,
51736,2.07E-05,,
51736.5,2.11E-05,,
51737,1.66E-05,,
51737.5,1.63E-05,,
51738,2.38E-05,,
51738.5,2.32E-05,,
51739,2.20E-05,,
51739.5,3.22E-05,,
51740,3.71E-05,,
51740.5,2.58E-05,,
51741,1.67E-05,,
51741.5,1.60E-05,,
51742,2.49E-05,,
51742.5,3.09E-05,,
51743,2.76E-05,,
51743.5,3.35E-05,,
51744,2.69E-05,,
51744.5,3.14E-05,,
51745,2.10E-05,,
51745.5,2.31E-05,,
51746,1.77E-05,,
51746.5,1.18E-05,,
51747,1.75E-05,,
51747.5,2.13E-05,,
51748,1.83E-05,,
51748.5,1.37E-05,,
51749,2.08E-05,,
51749.5,1.65E-05,,
51750,2.22E-05,,
51750.5,2.89E-05,,
51751,2.18E-05,,
51751.5,2.14E-05,,
51752,3.58E-05,,
51752.5,3.37E-05,,
51753,2.16E-05,,
51753.5,2.04E-05,,
51754,2.00E-05,,
51754.5,1.91E-05,,
51755,1.95E-05,,
51755.5,1.97E-05,,
51756,1.33E-05,,
51756.5,1.73E-05,,
51757,1.49E-05,,
51757.5,2.29E-05,,
51758,3.10E-05,,
51758.5,2.48E-05,,
51759,1.94E-05,,
51759.5,1.77E-05,,
51760,1.54E-05,,
51760.5,2.58E-05,,
51761,3.26E-05,,
51761.5,2.34E-05,,
51762,2.08E-05,,
51762.5,2.51E-05,,
51763,3.47E-05,,
51763.5,2.83E-05,,
51764,2.62E-05,,
51764.5,3.09E-05,,
51765,3.13E-05,,
51765.5,2.39E-05,,
51766,2.66E-05,,
51766.5,2.92E-05,,
51767,2.81E-05,,
51767.5,1.72E-05,,
51768,1.67E-05,,
51768.5,1.92E-05,,
51769,2.14E-05,,
51769.5,2.39E-05,,
51770,1.71E-05,,
51770.5,1.74E-05,,
51771,1.76E-05,,
51771.5,1.63E-05,,
51772,1.81E-05,,
51772.5,1.81E-05,,
51773,2.01E-05,,
51773.5,2.43E-05,,
51774,1.90E-05,,
51774.5,1.43E-05,,
51775,1.85E-05,,
51775.5,2.72E-05,,
51776,2.72E-05,,
51776.5,1.66E-05,,
51777,1.72E-05,,
51777.5,2.27E-05,,
51778,1.81E-05,,
51778.5,2.11E-05,,
51779,2.57E-05,,
51779.5,2.56E-05,,
51780,2.43E-05,,
51780.5,3.22E-05,,
51781,2.15E-05,,
51781.5,2.37E-05,,
51782,2.72E-05,,
51782.5,2.01E-05,,
51783,1.80E-05,,
51783.5,1.67E-05,,
51784,1.95E-05,,
51784.5,2.13E-05,,
51785,1.72E-05,,
51785.5,1.96E-05,,
51786,2.83E-05,,
51786.5,3.43E-05,,
51787,2.58E-05,,
51787.5,1.64E-05,,
51788,1.22E-05,,
51788.5,1.81E-05,,
51789,2.15E-05,,
51789.5,2.43E-05,,
51790,1.69E-05,,
51790.5,1.20E-05,,
51791,1.81E-05,,
51791.5,2.79E-05,,
51792,2.28E-05,,
51792.5,2.47E-05,,
51793,2.57E-05,,
51793.5,2.23E-05,,
51794,2.64E-05,,
51794.5,2.12E-05,,
51795,2.13E-05,,
51795.5,2.78E-05,,
51796,2.23E-05,,
51796.5,2.03E-05,,
51797,2.11E-05,,
51797.5,4.06E-05,,
51798,3.61E-05,,
51798.5,2.19E-05,,
51799,1.96E-05,,
51799.5,3.11E-05,,
51800,3.11E-05,,
51800.5,2.68E-05,,
51801,3.03E-05,,
51801.5,1.75E-05,,
51802,1.70E-05,,
51802.5,2.44E-05,,
51803,3.04E-05,,
51803.5,3.31E-05,,
51804,2.99E-05,,
51804.5,2.06E-05,,
51805,3.16E-05,,
51805.5,3.02E-05,,
51806,1.99E-05,,
51806.5,2.06E-05,,
51807,1.63E-05,,
51807.5,2.31E-05,,
51808,2.57E-05,,
51808.5,1.86E-05,,
51809,1.30E-05,,
51809.5,1.83E-05,,
51810,2.19E-05,,
51810.5,1.90E-05,,
51811,1.86E-05,,
51811.5,2.48E-05,,
51812,3.28E-05,,
51812.5,3.66E-05,,
51813,2.09E-05,,
51813.5,1.97E-05,,
51814,2.80E-05,,
51814.5,3.47E-05,,
51815,2.30E-05,,
51815.5,1.65E-05,,
51816,3.07E-05,,
51816.5,4.35E-05,,
51817,3.75E-05,,
51817.5,2.42E-05,,
51818,2.31E-05,,
51818.5,2.76E-05,,
51819,1.90E-05,,
51819.5,1.86E-05,,
51820,2.18E-05,,
51820.5,2.78E-05,,
51821,2.48E-05,,
51821.5,2.76E-05,,
51822,2.59E-05,,
51822.5,1.23E-05,,
51823,1.62E-05,,
51823.5,1.80E-05,,
51824,1.91E-05,,
51824.5,1.53E-05,,
51825,1.84E-05,,
51825.5,1.73E-05,,
51826,2.69E-05,,
51826.5,2.21E-05,,
51827,2.66E-05,,
51827.5,2.14E-05,,
51828,1.80E-05,,
51828.5,1.76E-05,,
51829,1.52E-05,,
51829.5,1.75E-05,,
51830,1.54E-05,,
51830.5,1.97E-05,,
51831,1.67E-05,,
51831.5,2.01E-05,,
51832,3.08E-05,,
51832.5,2.16E-05,,
51833,2.49E-05,,
51833.5,2.56E-05,,
51834,2.13E-05,,
51834.5,2.29E-05,,
51835,2.37E-05,,
51835.5,1.92E-05,,
51836,2.74E-05,,
51836.5,2.12E-05,,
51837,2.70E-05,,
51837.5,1.43E-05,,
51838,1.57E-05,,
51838.5,1.93E-05,,
51839,1.92E-05,,
51839.5,1.29E-05,,
51840,2.32E-05,,
51840.5,2.87E-05,,
51841,2.57E-05,,
51841.5,2.20E-05,,
51842,2.82E-05,,
51842.5,2.23E-05,,
51843,2.41E-05,,
51843.5,2.43E-05,,
51844,2.79E-05,,
51844.5,1.63E-05,,
51845,1.94E-05,,
51845.5,2.70E-05,,
51846,2.55E-05,,
51846.5,2.14E-05,,
51847,2.44E-05,,
51847.5,2.17E-05,,
51848,3.05E-05,,
51848.5,1.81E-05,,
51849,1.51E-05,,
51849.5,1.98E-05,,
51850,2.08E-05,,
51850.5,2.21E-05,,
51851,1.87E-05,,
51851.5,1.96E-05,,
51852,2.63E-05,,
51852.5,2.28E-05,,
51853,1.84E-05,,
51853.5,1.80E-05,,
51854,1.49E-05,,
51854.5,1.91E-05,,
51855,2.30E-05,,
51855.5,2.44E-05,,
51856,2.50E-05,,
51856.5,1.52E-05,,
51857,1.56E-05,,
51857.5,2.58E-05,,
51858,3.15E-05,,
51858.5,2.78E-05,,
51859,2.35E-05,,
51859.5,2.33E-05,,
51860,1.71E-05,,
51860.5,2.50E-05,,
51861,2.15E-05,,
51861.5,2.47E-05,,
51862,2.24E-05,,
51862.5,3.04E-05,,
51863,2.21E-05,,
51863.5,2.12E-05,,
51864,1.59E-05,,
51864.5,1.32E-05,,
51865,1.89E-05,,
51865.5,1.62E-05,,
51866,1.60E-05,,
51866.5,2.59E-05,,
51867,2.69E-05,,
51867.5,2.23E-05,,
51868,2.59E-05,,
51868.5,2.20E-05,,
51869,1.97E-05,,
51869.5,1.58E-05,,
51870,1.63E-05,,
51870.5,2.25E-05,,
51871,2.24E-05,,
51871.5,2.41E-05,,
51872,2.19E-05,,
51872.5,1.75E-05,,
51873,2.46E-05,,
51873.5,2.83E-05,,
51874,1.87E-05,,
51874.5,1.86E-05,,
51875,2.41E-05,,
51875.5,3.32E-05,,
51876,2.74E-05,,
51876.5,2.11E-05,,
51877,1.55E-05,,
51877.5,1.55E-05,,
51878,1.88E-05,,
51878.5,1.26E-05,,
51879,2.02E-05,,
51879.5,2.62E-05,,
51880,2.60E-05,,
51880.5,2.88E-05,,
51881,2.34E-05,,
51881.5,2.29E-05,,
51882,1.68E-05,,
51882.5,1.58E-05,,
51883,3.34E-05,,
51883.5,2.37E-05,,
51884,1.82E-05,,
51884.5,2.12E-05,,
51885,2.20E-05,,
51885.5,2.34E-05,,
51886,3.15E-05,,
51886.5,3.33E-05,,
51887,1.87E-05,,
51887.5,2.46E-05,,
51888,2.41E-05,,
51888.5,1.54E-05,,
51889,2.10E-05,,
51889.5,3.39E-05,,
51890,2.42E-05,,
51890.5,2.34E-05,,
51891,2.68E-05,,
51891.5,3.31E-05,,
51892,2.89E-05,,
51892.5,2.67E-05,,
51893,2.80E-05,,
51893.5,1.45E-05,,
51894,1.86E-05,,
51894.5,2.29E-05,,
51895,2.49E-05,,
51895.5,1.67E-05,,
51896,1.60E-05,,
51896.5,2.13E-05,,
51897,2.62E-05,,
51897.5,1.36E-05,,
51898,1.53E-05,,
51898.5,1.51E-05,,
51899,1.99E-05,,
51899.5,1.84E-05,,
51900,2.55E-05,,
51900.5,1.86E-05,,
51901,1.90E-05,,
51901.5,2.09E-05,,
51902,2.07E-05,,
51902.5,2.00E-05,,
51903,2.09E-05,,
51903.5,1.33E-05,,
51904,1.14E-05,,
51904.5,1.19E-05,,
51905,1.33E-05,,
51905.5,1.37E-05,,
51906,2.30E-05,,
51906.5,2.36E-05,,
51907,2.25E-05,,
51907.5,3.27E-05,,
51908,2.78E-05,,
51908.5,1.91E-05,,
51909,2.95E-05,,
51909.5,2.57E-05,,
51910,2.00E-05,,
51910.5,2.95E-05,,
51911,2.51E-05,,
51911.5,2.85E-05,,
51912,2.64E-05,,
51912.5,1.42E-05,,
51913,1.29E-05,,
51913.5,1.71E-05,,
51914,1.84E-05,,
51914.5,3.33E-05,,
51915,3.02E-05,,
51915.5,2.75E-05,,
51916,3.09E-05,,
51916.5,2.78E-05,,
51917,1.48E-05,,
51917.5,1.72E-05,,
51918,2.46E-05,,
51918.5,1.58E-05,,
51919,1.60E-05,,
51919.5,1.38E-05,,
51920,1.90E-05,,
51920.5,2.70E-05,,
51921,2.02E-05,,
51921.5,2.01E-05,,
51922,1.74E-05,,
51922.5,1.41E-05,,
51923,1.65E-05,,
51923.5,2.07E-05,,
51924,1.73E-05,,
51924.5,1.37E-05,,
51925,2.59E-05,,
51925.5,2.08E-05,,
51926,1.89E-05,,
51926.5,3.02E-05,,
51927,2.30E-05,,
51927.5,1.79E-05,,
51928,3.41E-05,,
51928.5,3.36E-05,,
51929,2.75E-05,,
51929.5,2.41E-05,,
51930,1.74E-05,,
51930.5,3.23E-05,,
51931,3.73E-05,,
51931.5,2.21E-05,,
51932,2.13E-05,,
51932.5,2.61E-05,,
51933,2.38E-05,,
51933.5,2.63E-05,,
51934,3.11E-05,,
51934.5,3.12E-05,,
51935,2.94E-05,,
51935.5,2.28E-05,,
51936,2.11E-05,,
51936.5,1.93E-05,,
51937,2.24E-05,,
51937.5,1.77E-05,,
51938,1.92E-05,,
51938.5,1.91E-05,,
51939,1.79E-05,,
51939.5,1.96E-05,,
51940,2.81E-05,,
51940.5,2.52E-05,,
51941,1.40E-05,,
51941.5,3.14E-05,,
51942,2.69E-05,,
51942.5,1.31E-05,,
51943,1.72E-05,,
51943.5,2.44E-05,,
51944,2.26E-05,,
51944.5,1.55E-05,,
51945,2.05E-05,,
51945.5,3.35E-05,,
51946,2.24E-05,,
51946.5,2.51E-05,,
51947,3.10E-05,,
51947.5,2.65E-05,,
51948,1.38E-05,,
51948.5,1.78E-05,,
51949,1.99E-05,,
51949.5,1.54E-05,,
51950,2.61E-05,,
51950.5,3.17E-05,,
51951,2.16E-05,,
51951.5,1.71E-05,,
51952,2.47E-05,,
51952.5,2.36E-05,,
51953,2.23E-05,,
51953.5,2.39E-05,,
51954,1.93E-05,,
51954.5,3.46E-05,,
51955,2.04E-05,,
51955.5,2.18E-05,,
51956,2.37E-05,,
51956.5,2.58E-05,,
51957,2.30E-05,,
51957.5,2.01E-05,,
51958,1.58E-05,,
51958.5,1.80E-05,,
51959,2.40E-05,,
51959.5,2.58E-05,,
